percentile_rank,metric_value,branch,load_type,total_count
0.0,207.0,control,ERROR,22
0.01,207.0,control,ERROR,22
0.02,207.0,control,ERROR,22
0.03,207.0,control,ERROR,22
0.04,207.0,control,ERROR,22
0.05,207.0,control,ERROR,22
0.06,207.0,control,ERROR,22
0.07,207.0,control,ERROR,22
0.08,207.0,control,ERROR,22
0.09,207.0,control,ERROR,22
0.1,207.0,control,ERROR,22
0.11,820.0,control,ERROR,22
0.12,820.0,control,ERROR,22
0.13,820.0,control,ERROR,22
0.14,820.0,control,ERROR,22
0.15,820.0,control,ERROR,22
0.16,820.0,control,ERROR,22
0.17,820.0,control,ERROR,22
0.18,820.0,control,ERROR,22
0.19,820.0,control,ERROR,22
0.2,820.0,control,ERROR,22
0.21,890.0,control,ERROR,22
0.22,890.0,control,ERROR,22
0.23,890.0,control,ERROR,22
0.24,890.0,control,ERROR,22
0.25,890.0,control,ERROR,22
0.26,890.0,control,ERROR,22
0.27,890.0,control,ERROR,22
0.28,890.0,control,ERROR,22
0.29,890.0,control,ERROR,22
0.3,890.0,control,ERROR,22
0.31,1002.0,control,ERROR,22
0.32,1002.0,control,ERROR,22
0.33,1002.0,control,ERROR,22
0.34,1002.0,control,ERROR,22
0.35,1002.0,control,ERROR,22
0.36,1002.0,control,ERROR,22
0.37,1002.0,control,ERROR,22
0.38,1002.0,control,ERROR,22
0.39,1002.0,control,ERROR,22
0.4,1002.0,control,ERROR,22
0.41,1271.0,control,ERROR,22
0.42,1271.0,control,ERROR,22
0.43,1271.0,control,ERROR,22
0.44,1271.0,control,ERROR,22
0.45,1271.0,control,ERROR,22
0.46,1271.0,control,ERROR,22
0.47,1271.0,control,ERROR,22
0.48,1271.0,control,ERROR,22
0.49,1271.0,control,ERROR,22
0.5,1271.0,control,ERROR,22
0.51,1669.0,control,ERROR,22
0.52,1669.0,control,ERROR,22
0.53,1669.0,control,ERROR,22
0.54,1669.0,control,ERROR,22
0.55,1669.0,control,ERROR,22
0.56,1669.0,control,ERROR,22
0.57,1669.0,control,ERROR,22
0.58,1669.0,control,ERROR,22
0.59,1669.0,control,ERROR,22
0.6,1669.0,control,ERROR,22
0.61,1991.0,control,ERROR,22
0.62,1991.0,control,ERROR,22
0.63,1991.0,control,ERROR,22
0.64,1991.0,control,ERROR,22
0.65,1991.0,control,ERROR,22
0.66,1991.0,control,ERROR,22
0.67,1991.0,control,ERROR,22
0.68,1991.0,control,ERROR,22
0.69,1991.0,control,ERROR,22
0.7,1991.0,control,ERROR,22
0.71,2600.0,control,ERROR,22
0.72,2600.0,control,ERROR,22
0.73,2600.0,control,ERROR,22
0.74,2600.0,control,ERROR,22
0.75,2600.0,control,ERROR,22
0.76,2600.0,control,ERROR,22
0.77,2600.0,control,ERROR,22
0.78,2600.0,control,ERROR,22
0.79,2600.0,control,ERROR,22
0.8,2600.0,control,ERROR,22
0.81,3147.0,control,ERROR,22
0.82,3147.0,control,ERROR,22
0.83,3147.0,control,ERROR,22
0.84,3147.0,control,ERROR,22
0.85,3147.0,control,ERROR,22
0.86,3147.0,control,ERROR,22
0.87,3147.0,control,ERROR,22
0.88,3147.0,control,ERROR,22
0.89,3147.0,control,ERROR,22
0.9,3147.0,control,ERROR,22
0.91,7790.0,control,ERROR,22
0.92,7790.0,control,ERROR,22
0.93,7790.0,control,ERROR,22
0.94,7790.0,control,ERROR,22
0.95,7790.0,control,ERROR,22
0.96,7790.0,control,ERROR,22
0.97,7790.0,control,ERROR,22
0.98,7790.0,control,ERROR,22
0.99,7790.0,control,ERROR,22
1.0,7790.0,control,ERROR,22
0.0,79.0,treatment-a,ERROR,48
0.01,79.0,treatment-a,ERROR,48
0.02,79.0,treatment-a,ERROR,48
0.03,79.0,treatment-a,ERROR,48
0.04,227.0,treatment-a,ERROR,48
0.05,227.0,treatment-a,ERROR,48
0.06,227.0,treatment-a,ERROR,48
0.07,349.0,treatment-a,ERROR,48
0.08,349.0,treatment-a,ERROR,48
0.09,349.0,treatment-a,ERROR,48
0.1,371.0,treatment-a,ERROR,48
0.11,371.0,treatment-a,ERROR,48
0.12,371.0,treatment-a,ERROR,48
0.13,381.0,treatment-a,ERROR,48
0.14,381.0,treatment-a,ERROR,48
0.15,381.0,treatment-a,ERROR,48
0.16,385.0,treatment-a,ERROR,48
0.17,385.0,treatment-a,ERROR,48
0.18,385.0,treatment-a,ERROR,48
0.19,390.0,treatment-a,ERROR,48
0.2,390.0,treatment-a,ERROR,48
0.21,390.0,treatment-a,ERROR,48
0.22,420.0,treatment-a,ERROR,48
0.23,420.0,treatment-a,ERROR,48
0.24,420.0,treatment-a,ERROR,48
0.25,420.0,treatment-a,ERROR,48
0.26,427.0,treatment-a,ERROR,48
0.27,427.0,treatment-a,ERROR,48
0.28,427.0,treatment-a,ERROR,48
0.29,457.0,treatment-a,ERROR,48
0.3,457.0,treatment-a,ERROR,48
0.31,457.0,treatment-a,ERROR,48
0.32,501.0,treatment-a,ERROR,48
0.33,501.0,treatment-a,ERROR,48
0.34,501.0,treatment-a,ERROR,48
0.35,553.0,treatment-a,ERROR,48
0.36,553.0,treatment-a,ERROR,48
0.37,553.0,treatment-a,ERROR,48
0.38,584.0,treatment-a,ERROR,48
0.39,584.0,treatment-a,ERROR,48
0.4,584.0,treatment-a,ERROR,48
0.41,595.0,treatment-a,ERROR,48
0.42,595.0,treatment-a,ERROR,48
0.43,595.0,treatment-a,ERROR,48
0.44,612.0,treatment-a,ERROR,48
0.45,612.0,treatment-a,ERROR,48
0.46,612.0,treatment-a,ERROR,48
0.47,656.0,treatment-a,ERROR,48
0.48,656.0,treatment-a,ERROR,48
0.49,656.0,treatment-a,ERROR,48
0.5,656.0,treatment-a,ERROR,48
0.51,745.0,treatment-a,ERROR,48
0.52,745.0,treatment-a,ERROR,48
0.53,745.0,treatment-a,ERROR,48
0.54,751.0,treatment-a,ERROR,48
0.55,751.0,treatment-a,ERROR,48
0.56,751.0,treatment-a,ERROR,48
0.57,780.0,treatment-a,ERROR,48
0.58,780.0,treatment-a,ERROR,48
0.59,780.0,treatment-a,ERROR,48
0.6,818.0,treatment-a,ERROR,48
0.61,818.0,treatment-a,ERROR,48
0.62,818.0,treatment-a,ERROR,48
0.63,860.0,treatment-a,ERROR,48
0.64,860.0,treatment-a,ERROR,48
0.65,860.0,treatment-a,ERROR,48
0.66,880.0,treatment-a,ERROR,48
0.67,880.0,treatment-a,ERROR,48
0.68,880.0,treatment-a,ERROR,48
0.69,954.0,treatment-a,ERROR,48
0.7,954.0,treatment-a,ERROR,48
0.71,954.0,treatment-a,ERROR,48
0.72,978.0,treatment-a,ERROR,48
0.73,978.0,treatment-a,ERROR,48
0.74,978.0,treatment-a,ERROR,48
0.75,978.0,treatment-a,ERROR,48
0.76,986.0,treatment-a,ERROR,48
0.77,986.0,treatment-a,ERROR,48
0.78,986.0,treatment-a,ERROR,48
0.79,1058.0,treatment-a,ERROR,48
0.8,1058.0,treatment-a,ERROR,48
0.81,1058.0,treatment-a,ERROR,48
0.82,1079.0,treatment-a,ERROR,48
0.83,1079.0,treatment-a,ERROR,48
0.84,1079.0,treatment-a,ERROR,48
0.85,1824.0,treatment-a,ERROR,48
0.86,1824.0,treatment-a,ERROR,48
0.87,1824.0,treatment-a,ERROR,48
0.88,2486.0,treatment-a,ERROR,48
0.89,2486.0,treatment-a,ERROR,48
0.9,2486.0,treatment-a,ERROR,48
0.91,3006.0,treatment-a,ERROR,48
0.92,3006.0,treatment-a,ERROR,48
0.93,3006.0,treatment-a,ERROR,48
0.94,3706.0,treatment-a,ERROR,48
0.95,3706.0,treatment-a,ERROR,48
0.96,3706.0,treatment-a,ERROR,48
0.97,8729.0,treatment-a,ERROR,48
0.98,8729.0,treatment-a,ERROR,48
0.99,8729.0,treatment-a,ERROR,48
1.0,8729.0,treatment-a,ERROR,48
0.0,36.0,treatment-b,ERROR,39
0.01,36.0,treatment-b,ERROR,39
0.02,36.0,treatment-b,ERROR,39
0.03,36.0,treatment-b,ERROR,39
0.04,36.0,treatment-b,ERROR,39
0.05,43.0,treatment-b,ERROR,39
0.06,43.0,treatment-b,ERROR,39
0.07,43.0,treatment-b,ERROR,39
0.08,43.0,treatment-b,ERROR,39
0.09,66.0,treatment-b,ERROR,39
0.1,66.0,treatment-b,ERROR,39
0.11,66.0,treatment-b,ERROR,39
0.12,66.0,treatment-b,ERROR,39
0.13,66.0,treatment-b,ERROR,39
0.14,78.0,treatment-b,ERROR,39
0.15,78.0,treatment-b,ERROR,39
0.16,78.0,treatment-b,ERROR,39
0.17,78.0,treatment-b,ERROR,39
0.18,105.0,treatment-b,ERROR,39
0.19,105.0,treatment-b,ERROR,39
0.2,105.0,treatment-b,ERROR,39
0.21,105.0,treatment-b,ERROR,39
0.22,148.0,treatment-b,ERROR,39
0.23,148.0,treatment-b,ERROR,39
0.24,148.0,treatment-b,ERROR,39
0.25,148.0,treatment-b,ERROR,39
0.26,148.0,treatment-b,ERROR,39
0.27,152.0,treatment-b,ERROR,39
0.28,152.0,treatment-b,ERROR,39
0.29,152.0,treatment-b,ERROR,39
0.3,152.0,treatment-b,ERROR,39
0.31,180.0,treatment-b,ERROR,39
0.32,180.0,treatment-b,ERROR,39
0.33,180.0,treatment-b,ERROR,39
0.34,180.0,treatment-b,ERROR,39
0.35,201.0,treatment-b,ERROR,39
0.36,201.0,treatment-b,ERROR,39
0.37,201.0,treatment-b,ERROR,39
0.38,201.0,treatment-b,ERROR,39
0.39,201.0,treatment-b,ERROR,39
0.4,380.0,treatment-b,ERROR,39
0.41,380.0,treatment-b,ERROR,39
0.42,380.0,treatment-b,ERROR,39
0.43,380.0,treatment-b,ERROR,39
0.44,413.0,treatment-b,ERROR,39
0.45,413.0,treatment-b,ERROR,39
0.46,413.0,treatment-b,ERROR,39
0.47,413.0,treatment-b,ERROR,39
0.48,470.0,treatment-b,ERROR,39
0.49,470.0,treatment-b,ERROR,39
0.5,470.0,treatment-b,ERROR,39
0.51,470.0,treatment-b,ERROR,39
0.52,470.0,treatment-b,ERROR,39
0.53,514.0,treatment-b,ERROR,39
0.54,514.0,treatment-b,ERROR,39
0.55,514.0,treatment-b,ERROR,39
0.56,514.0,treatment-b,ERROR,39
0.57,569.0,treatment-b,ERROR,39
0.58,569.0,treatment-b,ERROR,39
0.59,569.0,treatment-b,ERROR,39
0.6,569.0,treatment-b,ERROR,39
0.61,606.0,treatment-b,ERROR,39
0.62,606.0,treatment-b,ERROR,39
0.63,606.0,treatment-b,ERROR,39
0.64,606.0,treatment-b,ERROR,39
0.65,606.0,treatment-b,ERROR,39
0.66,661.0,treatment-b,ERROR,39
0.67,661.0,treatment-b,ERROR,39
0.68,661.0,treatment-b,ERROR,39
0.69,661.0,treatment-b,ERROR,39
0.7,785.0,treatment-b,ERROR,39
0.71,785.0,treatment-b,ERROR,39
0.72,785.0,treatment-b,ERROR,39
0.73,785.0,treatment-b,ERROR,39
0.74,891.0,treatment-b,ERROR,39
0.75,891.0,treatment-b,ERROR,39
0.76,891.0,treatment-b,ERROR,39
0.77,891.0,treatment-b,ERROR,39
0.78,891.0,treatment-b,ERROR,39
0.79,1022.0,treatment-b,ERROR,39
0.8,1022.0,treatment-b,ERROR,39
0.81,1022.0,treatment-b,ERROR,39
0.82,1022.0,treatment-b,ERROR,39
0.83,1034.0,treatment-b,ERROR,39
0.84,1034.0,treatment-b,ERROR,39
0.85,1034.0,treatment-b,ERROR,39
0.86,1034.0,treatment-b,ERROR,39
0.87,1185.0,treatment-b,ERROR,39
0.88,1185.0,treatment-b,ERROR,39
0.89,1185.0,treatment-b,ERROR,39
0.9,1185.0,treatment-b,ERROR,39
0.91,1185.0,treatment-b,ERROR,39
0.92,2196.0,treatment-b,ERROR,39
0.93,2196.0,treatment-b,ERROR,39
0.94,2196.0,treatment-b,ERROR,39
0.95,2196.0,treatment-b,ERROR,39
0.96,6858.0,treatment-b,ERROR,39
0.97,6858.0,treatment-b,ERROR,39
0.98,6858.0,treatment-b,ERROR,39
0.99,6858.0,treatment-b,ERROR,39
1.0,6858.0,treatment-b,ERROR,39
0.0,8.0,control,HISTORY,52018885
0.01,106.0,control,HISTORY,52018885
0.02,131.0,control,HISTORY,52018885
0.03,149.0,control,HISTORY,52018885
0.04,162.0,control,HISTORY,52018885
0.05,174.0,control,HISTORY,52018885
0.06,184.0,control,HISTORY,52018885
0.07,194.0,control,HISTORY,52018885
0.08,202.0,control,HISTORY,52018885
0.09,211.0,control,HISTORY,52018885
0.1,218.0,control,HISTORY,52018885
0.11,226.0,control,HISTORY,52018885
0.12,234.0,control,HISTORY,52018885
0.13,242.0,control,HISTORY,52018885
0.14,249.0,control,HISTORY,52018885
0.15,257.0,control,HISTORY,52018885
0.16,265.0,control,HISTORY,52018885
0.17,273.0,control,HISTORY,52018885
0.18,281.0,control,HISTORY,52018885
0.19,288.0,control,HISTORY,52018885
0.2,297.0,control,HISTORY,52018885
0.21,304.0,control,HISTORY,52018885
0.22,312.0,control,HISTORY,52018885
0.23,320.0,control,HISTORY,52018885
0.24,328.0,control,HISTORY,52018885
0.25,336.0,control,HISTORY,52018885
0.26,344.0,control,HISTORY,52018885
0.27,352.0,control,HISTORY,52018885
0.28,361.0,control,HISTORY,52018885
0.29,369.0,control,HISTORY,52018885
0.3,377.0,control,HISTORY,52018885
0.31,385.0,control,HISTORY,52018885
0.32,395.0,control,HISTORY,52018885
0.33,403.0,control,HISTORY,52018885
0.34,412.0,control,HISTORY,52018885
0.35,420.0,control,HISTORY,52018885
0.36,430.0,control,HISTORY,52018885
0.37,438.0,control,HISTORY,52018885
0.38,448.0,control,HISTORY,52018885
0.39,457.0,control,HISTORY,52018885
0.4,466.0,control,HISTORY,52018885
0.41,475.0,control,HISTORY,52018885
0.42,485.0,control,HISTORY,52018885
0.43,495.0,control,HISTORY,52018885
0.44,505.0,control,HISTORY,52018885
0.45,515.0,control,HISTORY,52018885
0.46,525.0,control,HISTORY,52018885
0.47,536.0,control,HISTORY,52018885
0.48,547.0,control,HISTORY,52018885
0.49,558.0,control,HISTORY,52018885
0.5,568.0,control,HISTORY,52018885
0.51,580.0,control,HISTORY,52018885
0.52,591.0,control,HISTORY,52018885
0.53,603.0,control,HISTORY,52018885
0.54,615.0,control,HISTORY,52018885
0.55,627.0,control,HISTORY,52018885
0.56,640.0,control,HISTORY,52018885
0.57,653.0,control,HISTORY,52018885
0.58,666.0,control,HISTORY,52018885
0.59,680.0,control,HISTORY,52018885
0.6,694.0,control,HISTORY,52018885
0.61,709.0,control,HISTORY,52018885
0.62,724.0,control,HISTORY,52018885
0.63,740.0,control,HISTORY,52018885
0.64,756.0,control,HISTORY,52018885
0.65,772.0,control,HISTORY,52018885
0.66,789.0,control,HISTORY,52018885
0.67,808.0,control,HISTORY,52018885
0.68,826.0,control,HISTORY,52018885
0.69,845.0,control,HISTORY,52018885
0.7,865.0,control,HISTORY,52018885
0.71,886.0,control,HISTORY,52018885
0.72,907.0,control,HISTORY,52018885
0.73,929.0,control,HISTORY,52018885
0.74,953.0,control,HISTORY,52018885
0.75,978.0,control,HISTORY,52018885
0.76,1003.0,control,HISTORY,52018885
0.77,1031.0,control,HISTORY,52018885
0.78,1059.0,control,HISTORY,52018885
0.79,1090.0,control,HISTORY,52018885
0.8,1122.0,control,HISTORY,52018885
0.81,1158.0,control,HISTORY,52018885
0.82,1194.0,control,HISTORY,52018885
0.83,1234.0,control,HISTORY,52018885
0.84,1276.0,control,HISTORY,52018885
0.85,1324.0,control,HISTORY,52018885
0.86,1374.0,control,HISTORY,52018885
0.87,1432.0,control,HISTORY,52018885
0.88,1494.0,control,HISTORY,52018885
0.89,1566.0,control,HISTORY,52018885
0.9,1646.0,control,HISTORY,52018885
0.91,1741.0,control,HISTORY,52018885
0.92,1847.0,control,HISTORY,52018885
0.93,1979.0,control,HISTORY,52018885
0.94,2140.0,control,HISTORY,52018885
0.95,2348.0,control,HISTORY,52018885
0.96,2622.0,control,HISTORY,52018885
0.97,3046.0,control,HISTORY,52018885
0.98,3732.0,control,HISTORY,52018885
0.99,5557.0,control,HISTORY,52018885
1.0,1235012335.0,control,HISTORY,52018885
0.0,6.0,treatment-a,HISTORY,51841327
0.01,107.0,treatment-a,HISTORY,51841327
0.02,131.0,treatment-a,HISTORY,51841327
0.03,150.0,treatment-a,HISTORY,51841327
0.04,163.0,treatment-a,HISTORY,51841327
0.05,174.0,treatment-a,HISTORY,51841327
0.06,184.0,treatment-a,HISTORY,51841327
0.07,193.0,treatment-a,HISTORY,51841327
0.08,202.0,treatment-a,HISTORY,51841327
0.09,211.0,treatment-a,HISTORY,51841327
0.1,218.0,treatment-a,HISTORY,51841327
0.11,227.0,treatment-a,HISTORY,51841327
0.12,235.0,treatment-a,HISTORY,51841327
0.13,243.0,treatment-a,HISTORY,51841327
0.14,251.0,treatment-a,HISTORY,51841327
0.15,258.0,treatment-a,HISTORY,51841327
0.16,266.0,treatment-a,HISTORY,51841327
0.17,274.0,treatment-a,HISTORY,51841327
0.18,282.0,treatment-a,HISTORY,51841327
0.19,290.0,treatment-a,HISTORY,51841327
0.2,298.0,treatment-a,HISTORY,51841327
0.21,306.0,treatment-a,HISTORY,51841327
0.22,314.0,treatment-a,HISTORY,51841327
0.23,322.0,treatment-a,HISTORY,51841327
0.24,330.0,treatment-a,HISTORY,51841327
0.25,338.0,treatment-a,HISTORY,51841327
0.26,346.0,treatment-a,HISTORY,51841327
0.27,355.0,treatment-a,HISTORY,51841327
0.28,363.0,treatment-a,HISTORY,51841327
0.29,371.0,treatment-a,HISTORY,51841327
0.3,380.0,treatment-a,HISTORY,51841327
0.31,388.0,treatment-a,HISTORY,51841327
0.32,397.0,treatment-a,HISTORY,51841327
0.33,406.0,treatment-a,HISTORY,51841327
0.34,415.0,treatment-a,HISTORY,51841327
0.35,423.0,treatment-a,HISTORY,51841327
0.36,433.0,treatment-a,HISTORY,51841327
0.37,441.0,treatment-a,HISTORY,51841327
0.38,451.0,treatment-a,HISTORY,51841327
0.39,460.0,treatment-a,HISTORY,51841327
0.4,469.0,treatment-a,HISTORY,51841327
0.41,478.0,treatment-a,HISTORY,51841327
0.42,488.0,treatment-a,HISTORY,51841327
0.43,498.0,treatment-a,HISTORY,51841327
0.44,508.0,treatment-a,HISTORY,51841327
0.45,517.0,treatment-a,HISTORY,51841327
0.46,528.0,treatment-a,HISTORY,51841327
0.47,538.0,treatment-a,HISTORY,51841327
0.48,549.0,treatment-a,HISTORY,51841327
0.49,560.0,treatment-a,HISTORY,51841327
0.5,571.0,treatment-a,HISTORY,51841327
0.51,582.0,treatment-a,HISTORY,51841327
0.52,594.0,treatment-a,HISTORY,51841327
0.53,606.0,treatment-a,HISTORY,51841327
0.54,618.0,treatment-a,HISTORY,51841327
0.55,630.0,treatment-a,HISTORY,51841327
0.56,643.0,treatment-a,HISTORY,51841327
0.57,656.0,treatment-a,HISTORY,51841327
0.58,669.0,treatment-a,HISTORY,51841327
0.59,683.0,treatment-a,HISTORY,51841327
0.6,697.0,treatment-a,HISTORY,51841327
0.61,712.0,treatment-a,HISTORY,51841327
0.62,727.0,treatment-a,HISTORY,51841327
0.63,742.0,treatment-a,HISTORY,51841327
0.64,758.0,treatment-a,HISTORY,51841327
0.65,775.0,treatment-a,HISTORY,51841327
0.66,791.0,treatment-a,HISTORY,51841327
0.67,810.0,treatment-a,HISTORY,51841327
0.68,828.0,treatment-a,HISTORY,51841327
0.69,847.0,treatment-a,HISTORY,51841327
0.7,867.0,treatment-a,HISTORY,51841327
0.71,888.0,treatment-a,HISTORY,51841327
0.72,909.0,treatment-a,HISTORY,51841327
0.73,932.0,treatment-a,HISTORY,51841327
0.74,954.0,treatment-a,HISTORY,51841327
0.75,979.0,treatment-a,HISTORY,51841327
0.76,1004.0,treatment-a,HISTORY,51841327
0.77,1032.0,treatment-a,HISTORY,51841327
0.78,1060.0,treatment-a,HISTORY,51841327
0.79,1093.0,treatment-a,HISTORY,51841327
0.8,1124.0,treatment-a,HISTORY,51841327
0.81,1159.0,treatment-a,HISTORY,51841327
0.82,1196.0,treatment-a,HISTORY,51841327
0.83,1237.0,treatment-a,HISTORY,51841327
0.84,1278.0,treatment-a,HISTORY,51841327
0.85,1326.0,treatment-a,HISTORY,51841327
0.86,1376.0,treatment-a,HISTORY,51841327
0.87,1434.0,treatment-a,HISTORY,51841327
0.88,1497.0,treatment-a,HISTORY,51841327
0.89,1569.0,treatment-a,HISTORY,51841327
0.9,1650.0,treatment-a,HISTORY,51841327
0.91,1744.0,treatment-a,HISTORY,51841327
0.92,1850.0,treatment-a,HISTORY,51841327
0.93,1983.0,treatment-a,HISTORY,51841327
0.94,2145.0,treatment-a,HISTORY,51841327
0.95,2353.0,treatment-a,HISTORY,51841327
0.96,2631.0,treatment-a,HISTORY,51841327
0.97,3046.0,treatment-a,HISTORY,51841327
0.98,3736.0,treatment-a,HISTORY,51841327
0.99,5516.0,treatment-a,HISTORY,51841327
1.0,1259861056.0,treatment-a,HISTORY,51841327
0.0,6.0,treatment-b,HISTORY,51887200
0.01,106.0,treatment-b,HISTORY,51887200
0.02,131.0,treatment-b,HISTORY,51887200
0.03,149.0,treatment-b,HISTORY,51887200
0.04,162.0,treatment-b,HISTORY,51887200
0.05,174.0,treatment-b,HISTORY,51887200
0.06,184.0,treatment-b,HISTORY,51887200
0.07,194.0,treatment-b,HISTORY,51887200
0.08,202.0,treatment-b,HISTORY,51887200
0.09,211.0,treatment-b,HISTORY,51887200
0.1,218.0,treatment-b,HISTORY,51887200
0.11,227.0,treatment-b,HISTORY,51887200
0.12,234.0,treatment-b,HISTORY,51887200
0.13,243.0,treatment-b,HISTORY,51887200
0.14,250.0,treatment-b,HISTORY,51887200
0.15,258.0,treatment-b,HISTORY,51887200
0.16,266.0,treatment-b,HISTORY,51887200
0.17,274.0,treatment-b,HISTORY,51887200
0.18,281.0,treatment-b,HISTORY,51887200
0.19,289.0,treatment-b,HISTORY,51887200
0.2,297.0,treatment-b,HISTORY,51887200
0.21,305.0,treatment-b,HISTORY,51887200
0.22,313.0,treatment-b,HISTORY,51887200
0.23,321.0,treatment-b,HISTORY,51887200
0.24,329.0,treatment-b,HISTORY,51887200
0.25,337.0,treatment-b,HISTORY,51887200
0.26,346.0,treatment-b,HISTORY,51887200
0.27,354.0,treatment-b,HISTORY,51887200
0.28,362.0,treatment-b,HISTORY,51887200
0.29,370.0,treatment-b,HISTORY,51887200
0.3,379.0,treatment-b,HISTORY,51887200
0.31,388.0,treatment-b,HISTORY,51887200
0.32,397.0,treatment-b,HISTORY,51887200
0.33,405.0,treatment-b,HISTORY,51887200
0.34,414.0,treatment-b,HISTORY,51887200
0.35,423.0,treatment-b,HISTORY,51887200
0.36,432.0,treatment-b,HISTORY,51887200
0.37,441.0,treatment-b,HISTORY,51887200
0.38,450.0,treatment-b,HISTORY,51887200
0.39,459.0,treatment-b,HISTORY,51887200
0.4,469.0,treatment-b,HISTORY,51887200
0.41,478.0,treatment-b,HISTORY,51887200
0.42,488.0,treatment-b,HISTORY,51887200
0.43,498.0,treatment-b,HISTORY,51887200
0.44,508.0,treatment-b,HISTORY,51887200
0.45,518.0,treatment-b,HISTORY,51887200
0.46,528.0,treatment-b,HISTORY,51887200
0.47,538.0,treatment-b,HISTORY,51887200
0.48,549.0,treatment-b,HISTORY,51887200
0.49,560.0,treatment-b,HISTORY,51887200
0.5,571.0,treatment-b,HISTORY,51887200
0.51,582.0,treatment-b,HISTORY,51887200
0.52,594.0,treatment-b,HISTORY,51887200
0.53,605.0,treatment-b,HISTORY,51887200
0.54,617.0,treatment-b,HISTORY,51887200
0.55,630.0,treatment-b,HISTORY,51887200
0.56,643.0,treatment-b,HISTORY,51887200
0.57,656.0,treatment-b,HISTORY,51887200
0.58,669.0,treatment-b,HISTORY,51887200
0.59,683.0,treatment-b,HISTORY,51887200
0.6,697.0,treatment-b,HISTORY,51887200
0.61,712.0,treatment-b,HISTORY,51887200
0.62,726.0,treatment-b,HISTORY,51887200
0.63,742.0,treatment-b,HISTORY,51887200
0.64,758.0,treatment-b,HISTORY,51887200
0.65,775.0,treatment-b,HISTORY,51887200
0.66,792.0,treatment-b,HISTORY,51887200
0.67,810.0,treatment-b,HISTORY,51887200
0.68,828.0,treatment-b,HISTORY,51887200
0.69,847.0,treatment-b,HISTORY,51887200
0.7,867.0,treatment-b,HISTORY,51887200
0.71,888.0,treatment-b,HISTORY,51887200
0.72,909.0,treatment-b,HISTORY,51887200
0.73,932.0,treatment-b,HISTORY,51887200
0.74,955.0,treatment-b,HISTORY,51887200
0.75,979.0,treatment-b,HISTORY,51887200
0.76,1004.0,treatment-b,HISTORY,51887200
0.77,1033.0,treatment-b,HISTORY,51887200
0.78,1061.0,treatment-b,HISTORY,51887200
0.79,1092.0,treatment-b,HISTORY,51887200
0.8,1125.0,treatment-b,HISTORY,51887200
0.81,1160.0,treatment-b,HISTORY,51887200
0.82,1196.0,treatment-b,HISTORY,51887200
0.83,1237.0,treatment-b,HISTORY,51887200
0.84,1279.0,treatment-b,HISTORY,51887200
0.85,1327.0,treatment-b,HISTORY,51887200
0.86,1378.0,treatment-b,HISTORY,51887200
0.87,1435.0,treatment-b,HISTORY,51887200
0.88,1498.0,treatment-b,HISTORY,51887200
0.89,1569.0,treatment-b,HISTORY,51887200
0.9,1650.0,treatment-b,HISTORY,51887200
0.91,1746.0,treatment-b,HISTORY,51887200
0.92,1850.0,treatment-b,HISTORY,51887200
0.93,1985.0,treatment-b,HISTORY,51887200
0.94,2139.0,treatment-b,HISTORY,51887200
0.95,2350.0,treatment-b,HISTORY,51887200
0.96,2629.0,treatment-b,HISTORY,51887200
0.97,3046.0,treatment-b,HISTORY,51887200
0.98,3750.0,treatment-b,HISTORY,51887200
0.99,5499.0,treatment-b,HISTORY,51887200
1.0,1376180474.0,treatment-b,HISTORY,51887200
0.0,0.0,control,LINK,713645611
0.01,105.0,control,LINK,713645611
0.02,129.0,control,LINK,713645611
0.03,146.0,control,LINK,713645611
0.04,159.0,control,LINK,713645611
0.05,170.0,control,LINK,713645611
0.06,180.0,control,LINK,713645611
0.07,190.0,control,LINK,713645611
0.08,199.0,control,LINK,713645611
0.09,208.0,control,LINK,713645611
0.1,216.0,control,LINK,713645611
0.11,224.0,control,LINK,713645611
0.12,232.0,control,LINK,713645611
0.13,241.0,control,LINK,713645611
0.14,249.0,control,LINK,713645611
0.15,258.0,control,LINK,713645611
0.16,266.0,control,LINK,713645611
0.17,275.0,control,LINK,713645611
0.18,283.0,control,LINK,713645611
0.19,292.0,control,LINK,713645611
0.2,300.0,control,LINK,713645611
0.21,309.0,control,LINK,713645611
0.22,318.0,control,LINK,713645611
0.23,327.0,control,LINK,713645611
0.24,336.0,control,LINK,713645611
0.25,345.0,control,LINK,713645611
0.26,354.0,control,LINK,713645611
0.27,363.0,control,LINK,713645611
0.28,373.0,control,LINK,713645611
0.29,382.0,control,LINK,713645611
0.3,392.0,control,LINK,713645611
0.31,401.0,control,LINK,713645611
0.32,412.0,control,LINK,713645611
0.33,422.0,control,LINK,713645611
0.34,432.0,control,LINK,713645611
0.35,442.0,control,LINK,713645611
0.36,453.0,control,LINK,713645611
0.37,464.0,control,LINK,713645611
0.38,475.0,control,LINK,713645611
0.39,486.0,control,LINK,713645611
0.4,497.0,control,LINK,713645611
0.41,509.0,control,LINK,713645611
0.42,520.0,control,LINK,713645611
0.43,532.0,control,LINK,713645611
0.44,544.0,control,LINK,713645611
0.45,556.0,control,LINK,713645611
0.46,568.0,control,LINK,713645611
0.47,581.0,control,LINK,713645611
0.48,594.0,control,LINK,713645611
0.49,608.0,control,LINK,713645611
0.5,621.0,control,LINK,713645611
0.51,635.0,control,LINK,713645611
0.52,649.0,control,LINK,713645611
